,id,sales
0,0,41.677298017931946
1,1,44.88593541698122
2,2,48.0945728160305
3,3,51.30321021507977
4,4,54.51184761412905
5,5,57.72048501317833
6,6,60.929122412227606
7,7,41.677724980419995
8,8,44.886362379469276
9,9,48.09499977851855
10,10,51.30363717756783
11,11,54.5122745766171
12,12,57.72091197566638
13,13,60.92954937471566
14,14,41.67815194290805
15,15,44.886789341957325
16,16,48.095426741006605
17,17,51.304064140055885
18,18,54.51270153910516
19,19,57.72133893815444
20,20,60.92997633720371
21,21,41.67857890539611
22,22,44.88721630444538
23,23,48.09585370349466
24,24,51.304491102543935
25,25,54.513128501593215
26,26,57.721765900642495
27,27,60.93040329969177
28,28,41.67900586788416
29,29,44.88764326693344
30,30,48.09628066598271
31,31,52.03591192919498
32,32,55.24454932824426
33,33,58.45318672729354
34,34,61.661824126342815
35,35,42.410426694535204
36,36,45.619064093584484
37,37,48.82770149263376
38,38,52.03633889168304
39,39,55.24497629073231
40,40,58.45361368978159
41,41,61.66225108883087
42,42,42.41085365702326
43,43,45.61949105607253
44,44,48.82812845512181
45,45,52.036765854171094
46,46,55.24540325322037
47,47,58.45404065226965
48,48,61.66267805131892
49,49,42.41128061951131
50,50,45.61991801856059
51,51,48.82855541760986
52,52,52.03719281665914
53,53,55.24583021570842
54,54,58.454467614757704
55,55,61.66310501380698
56,56,42.411707581999366
57,57,45.620344981048646
58,58,48.82898238009792
59,59,52.76861364331019
60,60,55.97725104235947
61,61,59.18588844140874
62,62,62.394525840458016
63,63,43.14312840865041
64,64,46.35176580769969
65,65,49.560403206748965
66,66,52.769040605798246
67,67,55.97767800484752
68,68,59.1863154038968
69,69,62.39495280294608
70,70,43.14355537113846
71,71,46.35219277018774
72,72,49.56083016923702
73,73,52.7694675682863
74,74,55.978104967335575
75,75,59.18674236638485
76,76,62.39537976543413
77,77,43.14398233362652
78,78,46.3526197326758
79,79,49.56125713172507
80,80,52.76989453077435
81,81,55.97853192982363
82,82,59.187169328872905
83,83,62.39580672792218
84,84,43.144409296114574
85,85,46.353046695163854
86,86,49.56168409421313
87,87,52.77032149326241
88,88,55.97895889231168
89,89,59.18759629136096
90,90,41.595371645589864
91,91,44.804009044639145
92,92,48.012646443688425
93,93,51.2212838427377
94,94,54.42992124178698
95,95,57.63855864083625
96,96,60.84719603988553
97,97,41.59579860807792
98,98,44.8044360071272
99,99,48.013073406176474
100,100,51.221710805225754
101,101,54.430348204275035
102,102,57.63898560332431
103,103,60.84762300237358
104,104,41.59622557056598
105,105,44.80486296961525
106,106,48.01350036866453
107,107,51.222137767713804
108,108,54.430775166763084
109,109,57.639412565812364
